Scientific.Name	countsMT	countsPT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
neoscopelus microchir	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Myctophiformes | Neoscopelidae | Neoscopelus					multicellular		0.016686	49.6824	13	neoscopelus microchir	neoscopelus microchir	143321								marine	
neostylopyga rhombifolia	13																																																						Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Cyperaceae | Carex					multicellular		0.015711	25.0525	13	neostylopyga rhombifolia	neostylopyga rhombifolia	304879								coastal	
neosynchiropus moyeri	13																																																											multicellular		0.016837	42.2997	13	neosynchiropus moyeri	neosynchiropus moyeri	1147744									
neotermes insularis	13					hostOf				parasitizedBy	symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Polyneoptera | Dictyoptera | Blattodea | Blattoidea | Kalotermitidae | Neotermes			depend		multicellular		0.015799	32.1666	13	neotermes insularis	neotermes insularis	105798									
neotetracus sinensis	13													Northern Triangle subtropical forests													fossorial and_or ground dwelling																					carnivore		2					Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Lipotyphla | Erinaceidae | Neotetracus					multicellular		0.016982	35.096	13	neotetracus sinensis	neotetracus sinensis	977878								terrestrial	
neotoma fuscipes	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Carnivora | Feliformia | Felidae | Leopardus					multicellular		0.016294	37.7808	13	neotoma fuscipes	neotoma fuscipes	105199								fossorial and/or ground dwelling only	
neotoma magister	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Oegopsida | Ommastrephidae | Ommastrephinae | Dosidicus					multicellular		0.01631	39.1171	13	neotoma magister	neotoma magister	85047								riparian wetland	
neotoma mexicana	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Oegopsida | Ommastrephidae | Ommastrephinae | Dosidicus					multicellular		0.016653	38.5636	13	neotoma mexicana	neotoma mexicana	105149								riparian wetland	
neotomodon alstoni	13													Tehuac?n Valley matorral							Not Monogamous			eats			fossorial and_or ground dwelling							No Paternal Care	solitary															25					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Pinopsida | Pinales | Podocarpaceae | Podocarpus					multicellular		0.016776	37.4881	13	neotomodon alstoni	neotomodon alstoni	230081								forest	
neotragus batesi	13												168	Cross-Sanaga-Bioko coastal forests							Not Monogamous						fossorial and_or ground dwelling							No Paternal Care	solitary													herbivore							Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Bovidae | Antilopinae | Neotragus					multicellular		0.016389	36.5916	13	neotragus batesi	neotragus batesi	1088033								tropical	
neotragus moschatus	13			hasEctoparasite	hasEndoparasite	hostOf		mutualisticWith		parasitizedBy	symbiontOf		162	East African montane forests							Not Monogamous						fossorial and_or ground dwelling							viviparous	solitary													herbivore							Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Bovidae | Antilopinae | Neotragus			depend		multicellular		0.016399	39.5451	13	neotragus moschatus	neotragus moschatus	66442								terrestrial	
neotrigonia margaritacea	13																								facultatively mobile		infaunal																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Mytilida | Mytiloidea | Mytilidae | Mytilaster					multicellular		0.016739	36.1909	13	neotrigonia margaritacea	neotrigonia margaritacea	47539									
neotrygon kuhlii	13						isEatenBy				symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Chondrichthyes | Elasmobranchii | Batoidea | Myliobatiformes | Dasyatidae | Neotrygon			depend		multicellular		0.018039	39.4811	13	neotrygon kuhlii	neotrygon kuhlii	651721								marine benthic	
neovison vison	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Euarchontoglires | Glires | Rodentia | Ctenohystrica | Hystricognathi | Caviomorpha | Cavioidea | Caviidae | Caviinae | Microcavia		terrestrial			multicellular		0.016552	38.5996	13	neovison vison	neovison vison	452646			None	no	Endothermic			tropical	
nepa hoffmanni	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Heteroptera | Nepomorpha | Nepoidea | Nepidae					multicellular		0.015774	27.9574	13	nepa hoffmanni	nepa hoffmanni	796936								terrestrial	
nepenthes ventricosa x nepenthes alata	37																																																						Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Caryophyllales | Nepenthaceae							0.520764	44.1738	37	nepenthes ventricosa x nepenthes alata	nepenthes ventricosa x nepenthes alata	1744888								tropical	
nephila clavata	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Chelicerata | Arachnida | Araneae | Opisthothelae | Araneomorphae | Entelegynae | Araneoidea | Araneidae					multicellular		0.014436	23.9679	13	nephila clavata	trichonephila clavata	2740835								terrestrial	
nephotettix cincticeps	13							mutualisticWith			symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Cicadomorpha | Membracoidea | Cicadellidae | Nephotettix			depend		multicellular		0.014805	22.3506	13	nephotettix cincticeps	nephotettix cincticeps	94400									
nephrops norvegicus	13																							eats	actively mobile		planktonic			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Tyrannidae | Muscisaxicola					multicellular		0.016132	28.7813	13	nephrops norvegicus	nephrops norvegicus	6829								freshwater	
nephroselmis olivacea	33																																																											unicellular		0.045223	32.8041	40	nephroselmis olivacea	nephroselmis olivacea	31312									
neptis alwina	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Obtectomera | Papilionoidea | Nymphalidae | Neptis					multicellular		0.015226	18.8034	13	neptis alwina	neptis alwina	1248154									
neptis clinia	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Obtectomera | Papilionoidea | Nymphalidae | Neptis					multicellular		0.015189	19.8301	13	neptis clinia	neptis clinia	398434									
neptis philyra	13										symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Obtectomera | Papilionoidea | Nymphalidae | Neptis			depend		multicellular		0.015164	19.8628	13	neptis philyra	neptis philyra	1248155									
neptis soma	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Obtectomera | Papilionoidea | Nymphalidae | Neptis					multicellular		0.01513	20.0397	13	neptis soma	neptis soma	1417369									
nereocystis luetkeana	34						isEatenBy																																																"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Stramenopiles | Gyrista | Ochrophyta | Chrysista | Phaeophyceae | Laminariales | Laminariaceae | Nereocystis"							0.037399	35.2683	37	nereocystis luetkeana	nereocystis luetkeana	117523									
nerodia sipedon	13			hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf		96	Southeastern conifer forests										eats			amphibious																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Ostreida | Ostreoidea | Ostreidae | Ostrea		terrestrial	depend		multicellular		0.017706	41.8389	13	nerodia sipedon	nerodia sipedon	8592			None	no	Ectothermic	Adult		marine	
nerthra indica	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Heteroptera | Nepomorpha | Ochteroidea | Gelastocoridae					multicellular		0.016079	25.8225	13	nerthra indica	nerthra indica	1249914								terrestrial	
nesiarchus nasutus	13						isEatenBy																	eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Scombriformes | Gempylidae | Nesiarchus					multicellular		0.016703	46.0456	13	nesiarchus nasutus	nesiarchus nasutus	372798								tropical ocean	
nesidiocoris tenuis	13					hostOf		mutualisticWith			symbiontOf													eats			symbiont																												root | Viruses | Riboviria | Picornavirales | Iflaviridae | unclassified Iflaviridae			depend		multicellular		0.017544	25	13	nesidiocoris tenuis	nesidiocoris tenuis	355587									
nesomachilis australica	13																																																											multicellular		0.015474	31.1749	13	nesomachilis australica	nesomachilis australica	299218									
nesopsar nigerrimus	13													Jamaican dry forests																																									Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria					multicellular		0.01678	46.4124	13	nesopsar nigerrimus	nesopsar nigerrimus	84839								desert	
nessorhamphus ingolfianus	13										symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Elopomorpha | Anguilliformes | Derichthyidae | Nessorhamphus			depend		multicellular		0.017782	42.2562	13	nessorhamphus ingolfianus	nessorhamphus ingolfianus	189506								temperate ocean	
nestor notabilis	13			hasEctoparasite				mutualisticWith		parasitizedBy	symbiontOf		47	Westland temperate forests										eats																									male larger						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Psittaciformes | Strigopidae | Nestor			depend		multicellular		0.016818	44.3632	13	nestor notabilis	nestor notabilis	176057								mountain	
netta rufina	13			hasEctoparasite	hasEndoparasite	hostOf				parasitizedBy			88	Alps conifer and mixed forests																			precocial	only female provides care																					Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Galloanserae | Anseriformes | Anatidae | Netta			depend		multicellular		0.016625	47.9579	13	netta rufina	netta rufina	30387								steppe	
nettastoma parviceps	13					hostOf		mutualisticWith		parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Elopomorpha | Anguilliformes | Nettastomatidae | Nettastoma			depend		multicellular		0.017714	41.645	13	nettastoma parviceps	nettastoma parviceps	118177								marine	
netuma thalassina	13						isEatenBy	mutualisticWith																eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Sepioidea | Sepiolida | Sepiolidae | Sepiolinae | Sepietta			depend		multicellular		0.016711	44.9764	13	netuma thalassina	netuma thalassina	435128								tropical	
neuroctenus parus	13																																																											multicellular		0.015354	31.1385	13	neuroctenus parus	neuroctenus parus	498951									
neuronema laminatum	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Neuropterida | Neuroptera | Hemerobiidae					multicellular		0.017948	20.6095	13	neuronema laminatum	neuronema laminatum	1701416								terrestrial	
neuroperla schedingi	13																																																											multicellular		0.016882	32.6916	13	neuroperla schedingi	neuroperla schedingi	466754									
nevromus exterior	13																																																											multicellular		0.015763	22.5274	13	nevromus exterior	nevromus exterior	1569780									
nezara viridula	13						isEatenBy		parasiteOf		symbiontOf													eats			symbiont																											parasite	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Heteroptera | Pentatomomorpha | Pentatomoidea | Pentatomidae | Nezara			depend		multicellular		0.016889	23.1216	13	nezara viridula	nezara viridula	85310								tropical	
nibea albiflora	13				hasEndoparasite	hostOf	isEatenBy			parasitizedBy			4											eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Sciaenidae | Nibea			depend		multicellular		0.016499	47.7241	13	nibea albiflora	nibea albiflora	240163								marine	
nibea coibor	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Cobitidae | Cobitis					multicellular		0.016502	47.9336	13	nibea coibor	nibea coibor	396775								bathyal zone	
nibea miichthioides	13																																																											multicellular		0.01649	47.7259	13	nibea miichthioides	nibea miichthioides	341088									
nibea mitsukurii	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Stomiatii | Stomiiformes | Stomiidae | Eustomias					multicellular		0.016498	47.8119	13	nibea mitsukurii	nibea mitsukurii	215360								marine	
nicholsicypris normalis	13																																																											multicellular		0.016619	41.7775	13	nicholsicypris normalis	aphyocypris normalis	1906128									
nicotiana attenuata	38	75					isEatenBy																																				broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Solanaceae | Nicotiana				C3 photosynthetic plant	multicellular	MSH1	0.394341	45.0498	40	nicotiana attenuata	nicotiana attenuata	49451								desert	
nicotiana sylvestris	32					hostOf	isEatenBy				symbiontOf																terrestrial plant											terrestrial plant							C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Geraniales | Geraniaceae | Monsonia			depend	C3 photosynthetic plant	multicellular	MSH1	0	0	0	nicotiana sylvestris	nicotiana sylvestris	4096								terrestrial	
nicotiana tabacum	38										symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Elopomorpha | Anguilliformes | Ophichthidae | Ophichthus			depend	C3 photosynthetic plant	multicellular	MSH1	0.430597	44.9587	156	nicotiana tabacum	nicotiana tabacum	4097								sandy soil	
nidirana okinavana	13													Nansei Islands subtropical evergreen forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Sepioidea | Sepiolida | Sepiolidae | Sepiolinae | Sepiola					multicellular		0.019959	39.7615	13	nidirana okinavana	nidirana okinavana	156870								mountain	
nihonotrypaea harmandi	13																								actively mobile		burrow builder			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Callianassoidea | Callianassidae | Nihonotrypaea					multicellular		0.015272	29.7472	13	nihonotrypaea harmandi	nihonotrypaea harmandi	576673									
nihonotrypaea japonica	13																								actively mobile		burrow builder			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Callianassoidea | Callianassidae | Nihonotrypaea					multicellular		0.015274	29.7106	13	nihonotrypaea japonica	nihonotrypaea japonica	576674									
nihonotrypaea thermophila	13																								actively mobile		burrow builder			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Callianassoidea | Callianassidae | Nihonotrypaea					multicellular		0.01524	30.3937	13	nihonotrypaea thermophila	nihonotrypaea thermophila	1114968									
nilaparvata lugens	13					hostOf		mutualisticWith		parasitizedBy	symbiontOf													eats																															Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Geraniales | Geraniaceae | Pelargonium			depend		multicellular		0.017619	23.049	13	nilaparvata lugens	nilaparvata lugens	108931								grassland	
nilaparvata muiri	13										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Fulgoromorpha | Delphacidae			depend		multicellular		0.014371	23.8536	13	nilaparvata muiri	nilaparvata muiri	706586								tropical	
nilssonia nigricans	13													Mizoram-Manipur-Kachin rain forests											actively mobile		aquatic adapted							oviparous																					Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Mytilida | Mytiloidea | Mytilidae | Lithophaga		aquatic			multicellular		0.016796	37.8364	13	nilssonia nigricans	nilssonia nigricans	1078885								marine	
niltava davidi	13													Qionglai-Minshan conifer forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Muscicapoidea | Muscicapidae | Niltava					multicellular		0.01677	45.8378	13	niltava davidi	niltava davidi	427697								subtropical	
nimbapanchax leucopterygius	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Nemacheilidae | Oxynoemacheilus					multicellular		0.01651	39.0067	13	nimbapanchax leucopterygius	nimbapanchax leucopterygius	696753								marine	
nimbapanchax petersi	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Cyprinodontiformes | Aplocheiloidei | Nothobranchiidae | Nimbapanchax					multicellular		0.016472	39.4852	13	nimbapanchax petersi	nimbapanchax petersi	60406								oceanic benthopelagic zone	
nimbochromis linni	13																							eats																	7														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Cichliformes | Cichlidae | Nimbochromis					multicellular		0.016584	46.0022	13	nimbochromis linni	nimbochromis linni	311526								freshwater	
ninguta schrenckii	13																																																											multicellular		0.015261	19.8283	13	ninguta schrenckii	ninguta schrenckii	669556									
ninox novaeseelandiae	13			hasEctoparasite						parasitizedBy				Southwest Australia savanna										eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Strigiformes | Strigidae | Ninox			depend		multicellular		0.016223	47.1799	13	ninox novaeseelandiae	ninox novaeseelandiae	57242								alpine	
ninox scutulata	13			hasEctoparasite		hostOf				parasitizedBy				Halmahera rain forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Cervidae | Cervinae | Rucervus			depend		multicellular		0.016208	47.4519	13	ninox scutulata	ninox scutulata	126857								tropical	
ninox strenua	13													Australian Alps montane grasslands										eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Strigiformes | Strigidae | Ninox					multicellular		0.016206	47.1677	13	ninox strenua	ninox strenua	73883								mountain	
niphotrichum elongatum	39																																																											multicellular		0.106746	39.7158	39	niphotrichum elongatum	niphotrichum elongatum	71396									
niphotrichum ericoides	39																																																											multicellular		0.106727	39.7069	39	niphotrichum ericoides	niphotrichum ericoides	657341									
nipponia nippon	13			hasEctoparasite				mutualisticWith		parasitizedBy			258	Central Korean deciduous forests																																			no						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Bovidae | Bovinae | Bos			depend		multicellular		0.016732	46.0794	13	nipponia nippon	nipponia nippon	128390								terrestrial	
