Scientific.Name	countsPT	countsMT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
eriachne triseta	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134714	38.5892	83	eriachne triseta	eriachne triseta	66025									
eriobotrya japonica	75	33					isEatenBy	mutualisticWith																			terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Rosales | Rosaceae | Eriobotrya			depend	C3 photosynthetic plant	multicellular		0.159137	36.7218	84	eriobotrya japonica	eriobotrya japonica	32224									
eriocaulon buergerianum	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Eriocaulaceae | Eriocaulon					multicellular		0.151434	35.7469	88	eriocaulon buergerianum	eriocaulon buergerianum	1387318									
eriochloa meyeriana	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriochloa | Eriochloa meyeriana				C4 photosynthetic plant	multicellular		0.13989	38.4238	83	eriochloa meyeriana	eriochloa meyeriana	744468									
eriochrysis cf. cayennensis 365-2	75																																																													0.140426	38.4039	85	eriochrysis cf. cayennensis 365-2	eriochrysis cf. cayennensis 365-2	1820310									
eriochrysis laxa	75													Cerrado				graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriochrysis					multicellular		0.140135	38.4272	85	eriochrysis laxa	eriochrysis laxa	1812844									
eriochrysis pallida	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriochrysis					multicellular		0.140382	38.3888	83	eriochrysis pallida	eriochrysis pallida	1564044									
eriocnema fulva	75																																																											multicellular		0.155994	37.0194	85	eriocnema fulva	eriocnema fulva	266536									
eriolarynx fasciculata	75																																																											multicellular		0.157025	37.6934	86	eriolarynx fasciculata	eriolarynx fasciculata	362351									
erisma bracteosum	75																	woody									terrestrial plant											terrestrial plant													woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Myrtales | Vochysiaceae | Erisma					multicellular		0	0	0	erisma bracteosum	erisma bracteosum	2559494									
erodium crassifolium	75																	herbaceous																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Geraniales | Geraniaceae | Erodium | Erodium crassifolium					multicellular		0.121393	39.0714	76	erodium crassifolium	erodium crassifolium	337368									
erythronium sibiricum	75																	herbaceous		perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Liliales | Liliaceae | Erythronium					multicellular		0.151034	36.656	83	erythronium sibiricum	erythronium sibiricum	202155									
eucalyptus pauciflora	75										symbiontOf							woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Myrtales | Myrtaceae | Eucalyptus			depend	C3 photosynthetic plant	multicellular		0.159942	36.8202	84	eucalyptus pauciflora	eucalyptus pauciflora	87676									
eucommia ulmoides	75											photoautotroph						woody		perennial							terrestrial plant			latex								terrestrial plant	dioecious				broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Garryales | Eucommiaceae | Eucommia					multicellular		0.163586	38.3138	89	eucommia ulmoides	eucommia ulmoides	4392									
eugenia uniflora	75							mutualisticWith			symbiontOf			Cerrado				woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Myrtales | Myrtaceae | Eugenia			depend	C3 photosynthetic plant	multicellular		0.158445	36.98	84	eugenia uniflora	eugenia uniflora	119951									
"eulalia aurea (bory) kunth, 1830"	75																																																													0.14022	38.47	83	"eulalia aurea (bory) kunth, 1830"	"eulalia aurea (bory) kunth, 1830"	167339									
eulalia siamensis	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eulalia					multicellular		0.140642	38.507	83	eulalia siamensis	eulalia siamensis	798338									
eulaliopsis binata	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eulaliopsis				C4 photosynthetic plant	multicellular		0.141091	38.3674	83	eulaliopsis binata	eulaliopsis binata	673200									
euptelea pleiosperma	75																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Ranunculales | Eupteleaceae | Euptelea				C3 photosynthetic plant	multicellular		0.161834	38.6285	85	euptelea pleiosperma	euptelea pleiosperma	106141									
eurycorymbus cavaleriei	75																	tree																					dioecious												woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Sapindales | Sapindaceae | Eurycorymbus					multicellular		0.158777	37.9161	89	eurycorymbus cavaleriei	eurycorymbus cavaleriei	325641									
eustachys glauca	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eustachys					multicellular		0.135053	38.2998	85	eustachys glauca	eustachys glauca	1704221									
eutrema botschantzevii	75																																																											multicellular		0.153279	36.3474	87	eutrema botschantzevii	eutrema botschantzevii	537134									
eutrema halophilum	75																																																											multicellular		0.153311	36.3405	87	eutrema halophilum	eutrema halophilum	98038									
eutrema heterophyllum	75																																																											multicellular		0.153876	36.3793	87	eutrema heterophyllum	eutrema heterophyllum	347889									
eutrema salsugineum	75																																																						Unknown					multicellular	MSH1	0.153407	36.336	87	eutrema salsugineum	eutrema salsugineum	72664									
eutrema yunnanense	75																																																											multicellular		0.153948	36.4071	87	eutrema yunnanense	eutrema yunnanense	347893									
fagopyrum esculentum subsp. ancestrale	75																																																													0.159599	37.9833	84	fagopyrum esculentum subsp. ancestrale	fagopyrum esculentum subsp. ancestrale	180217									
fagopyrum tataricum	75					hostOf				parasitizedBy	symbiontOf						low tolerance		no			low tolerance	fast				terrestrial plant	none	high tolerance		no	none						terrestrial plant					broad		C3 photosynthetic plant		none				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Caryophyllales | Polygonaceae | Fagopyrum	tolerance		depend	C3 photosynthetic plant	multicellular		0.159272	37.88	83	fagopyrum tataricum	fagopyrum tataricum	62330									
fargesia albocerea	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139617	38.8921	84	fargesia albocerea	fargesia albocerea	591210									
fargesia canaliculata	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139606	38.8937	84	fargesia canaliculata	fargesia canaliculata	1676232									
fargesia communis	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139605	38.8969	84	fargesia communis	fargesia communis	146645									
fargesia daminiu	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139652	38.8294	84	fargesia daminiu	fargesia daminiu	1676233									
fargesia decurvata	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139642	38.8859	84	fargesia decurvata	fargesia decurvata	862988									
fargesia edulis	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139572	38.8946	84	fargesia edulis	fargesia edulis	146646									
fargesia fungosa	75																	graminoid																																	semi-woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139582	38.8983	84	fargesia fungosa	fargesia fungosa	146649									
fargesia funiushanensis	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Fargesia					multicellular		0.139622	38.8922	84	fargesia funiushanensis	fargesia funiushanensis	1676237									
