Scientific.Name	countsPT	countsMT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
pilostyles aethiopica	3							mutualisticWith																																															Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Cucurbitales | Apodanthaceae | Pilostyles			depend		multicellular		0.011348	24.2333	3	pilostyles aethiopica	pilostyles aethiopica	301899									
pilostyles hamiltonii	3							mutualisticWith			symbiontOf																																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Cucurbitales | Apodanthaceae | Pilostyles			depend		multicellular		0.015167	22.6676	4	pilostyles hamiltonii	pilostyles hamiltonii	448041									
asarum minus	7																																																											multicellular		0.015553	32.2832	7	asarum minus	asarum minus	76132									
cytinus hypocistis	14							mutualisticWith																			terrestrial plant											terrestrial plant													herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malvales | Cytinaceae | Cytinus			depend		multicellular		0.0194	29.8866	15	cytinus hypocistis	cytinus hypocistis	327100									
hydnora visseri	15								parasiteOf																																													parasite	Unknown			depend		multicellular		0.027233	23.4128	17	hydnora visseri	hydnora visseri	1329980									
burmannia oblonga	16											mycotroph																																											Unknown					multicellular		0.039386	33.2225	22	burmannia oblonga	burmannia oblonga	396658									
epipogium aphyllum	17																			perennial							terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Epipogium				C3 photosynthetic plant	multicellular		0.03065	32.8385	22	epipogium aphyllum	epipogium aphyllum	449980									
epipogium roseum	18																			perennial							terrestrial plant											terrestrial plant					broad								herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Epipogium					multicellular		0.019047	30.619	18	epipogium roseum	epipogium roseum	556037									
gastrodia elata	18							mutualisticWith	parasiteOf		symbiontOf	mycotroph								perennial																																		parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Gastrodia			depend		multicellular		0.035304	26.7703	20	gastrodia elata	gastrodia elata	91201									
monotropsis odorata	18																																																											multicellular		0.032752	31.2042	20	monotropsis odorata	monotropsis odorata	176252									
prototheca bovis	18	32							parasiteOf																									asexual reproduction																				parasite	Unknown					unicellular		0.028638	26.7826	19	prototheca bovis	prototheca bovis	2509265									
prototheca ciferrii	18	32							parasiteOf																									asexual reproduction																				parasite	Unknown					unicellular		0.028698	26.98	19	prototheca ciferrii	prototheca ciferrii	1973153									
rhizanthella gardneri	18								parasiteOf			mycotroph								perennial																																		parasite	Life | Cellular | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Zoopagomycota | Entomophthoromycotina | Neozygitomycetes | Neozygitales | Neozygitaceae | Neozygites			depend		multicellular		0.05919	34.2102	23	rhizanthella gardneri	rhizanthella gardneri	112168									
sciaphila densiflora	18							mutualisticWith	parasiteOf			mycotroph																											unisexual flowers																Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Pandanales | Triuridaceae					multicellular		0.021485	39.9209	18	sciaphila densiflora	sciaphila densiflora	548678								subtropical	
epifagus virginiana	19								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae | Epifagus			depend		multicellular		0.070028	35.9985	25	epifagus virginiana	epifagus virginiana	4177									
monotropa uniflora	19								parasiteOf		symbiontOf	mycotroph					high tolerance	herbaceous		perennial							terrestrial plant											terrestrial plant					simple								herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Ericales | Ericaceae | Monotropa	tolerance		depend		multicellular		0.043351	28.4653	22	monotropa uniflora	monotropa uniflora	50148									
babesia microti strain ri	20	3																																																										unicellular		0	0	0	babesia microti strain ri	babesia microti strain ri	1133968									
babesia orientalis	21																																																											unicellular		0	0	0	babesia orientalis	babesia orientalis	273649									
cyclospora cayetanensis	21	3							parasiteOf		symbiontOf																																											parasite	"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Alveolata | Apicomplexa | Conoidasida | Eucoccidiorida | Eimeriorina | Eimeriidae | Cyclospora"			depend		unicellular		0.034155	21.95	28	cyclospora cayetanensis	cyclospora cayetanensis	88456									
pityopus californicus	21																																																						Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Ericales | Ericaceae					multicellular		0.035926	34.3734	23	pityopus californicus	pityopus californicus	176255								mountain	
plasmodium malariae	21							mutualisticWith	parasiteOf																																													parasite	"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Alveolata | Apicomplexa | Aconoidasida | Haemosporida | Plasmodiidae | Plasmodium | Plasmodium"			depend		unicellular		0	0	0	plasmodium malariae	plasmodium malariae	5858	endoparasite								
allotropa virgata	22								parasiteOf											perennial																																		parasite	Unknown			depend		multicellular		0.035983	33.0851	23	allotropa virgata	allotropa virgata	176242									
hemitomes congestum	22																																																											multicellular		0.035569	33.7822	23	hemitomes congestum	hemitomes congestum	176246									
phelypaea coccinea	22																																																											multicellular		0.066616	31.7401	26	phelypaea coccinea	phelypaea coccinea	223087									
burmannia nepalensis	23											mycotroph																																											Unknown					multicellular		0.098706	34.6463	29	burmannia nepalensis	burmannia nepalensis	548677									
neottia nidus-avis	23						isEatenBy	mutualisticWith	parasiteOf			mycotroph								perennial							terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Neottia			depend	C3 photosynthetic plant	multicellular		0.09206	34.4004	31	neottia nidus-avis	neottia nidus-avis	48534									
burmannia championii	24											mycotroph																																											Unknown					multicellular		0.085868	35.6244	35	burmannia championii	burmannia championii	1861789									
cistanche deserticola	24																																																											multicellular		0.102657	36.7837	31	cistanche deserticola	cistanche deserticola	161395									
lennoa madreporoides	24																																																											multicellular		0.083675	37.0505	34	lennoa madreporoides	lennoa madreporoides	111108									
aphyllon fasciculatum	25							mutualisticWith	parasiteOf		symbiontOf									perennial							terrestrial plant											terrestrial plant					broad								herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae | Aphyllon			depend		multicellular		0.106796	34.6642	34	aphyllon fasciculatum	aphyllon fasciculatum	48537									
neottia acuminata	25											mycotroph								perennial																		terrestrial plant																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Neottia					multicellular		0.08319	36.5741	29	neottia acuminata	neottia acuminata	707309									
neottia listeroides	25											mycotroph								perennial																		terrestrial plant																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Neottia					multicellular		0.110246	37.2322	35	neottia listeroides	neottia listeroides	707310									
pholisma arenarium	25																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Cetacea | Odontoceti | Iniidae | Inia | Inia geoffrensis					multicellular		0.081198	38.1192	31	pholisma arenarium	pholisma arenarium	48517								tropical	
helicosporidium sp. ex simulium jonesi	26	31							parasiteOf																																													parasite	Unknown					unicellular		0.037454	26.921	26	helicosporidium sp. ex simulium jonesi	helicosporidium sp. ex simulium jonesi	145475									
cuscuta boldinghii	27								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.062375	36.8128	31	cuscuta boldinghii	cuscuta boldinghii	437623									
geosiris australiensis	28																																																											multicellular		0.119004	38.5491	39	geosiris australiensis	geosiris australiensis	2576058									
orobanche austrohispanica	28								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae | Orobanche			depend		multicellular		0.081994	35.0879	29	orobanche austrohispanica	orobanche austrohispanica	223093									
cuscuta erosa	29								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.060959	36.8871	33	cuscuta erosa	cuscuta erosa	437626									
cuscuta strobilacea	29								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.063787	37.0938	33	cuscuta strobilacea	cuscuta strobilacea	437305									
semiaquilegia adoxoides	29																										terrestrial plant											terrestrial plant					broad								herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Spermatophytes | Angiosperms | Eudicots | Core | Superrosids | Rosids | Fabales | Fabaceae | Racosperma					multicellular		0.15834	38.8165	29	semiaquilegia adoxoides	semiaquilegia adoxoides	349366								terrestrial	
orobanche rapum-genistae	31								parasiteOf																		terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae | Orobanche			depend	C3 photosynthetic plant	multicellular		0.091517	35.495	31	orobanche rapum-genistae	orobanche rapum-genistae	223129									
aphyllorchis montana	32																			perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Aphyllorchis | Aphyllorchis montana					multicellular		0.094559	37.107	34	aphyllorchis montana	aphyllorchis montana	666370									
neottia camtschatea	32											mycotroph								perennial																		terrestrial plant																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Neottia					multicellular		0.106385	37.1697	38	neottia camtschatea	neottia camtschatea	1574441									
orobanche densiflora	32								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae | Orobanche			depend		multicellular		0.083024	35.5379	32	orobanche densiflora	orobanche densiflora	223104									
orobanche pancicii	32								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae | Orobanche			depend		multicellular		0.088525	35.2432	32	orobanche pancicii	orobanche pancicii	1115516									
parasitaxus usta	32								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Pinopsida | Pinales | Podocarpaceae			depend		multicellular		0.085318	37.6673	37	parasitaxus usta	parasitaxus usta	56899								mountain	
burmannia cryptopetala	33											mycotroph																																											Unknown					multicellular		0.107771	36.5442	38	burmannia cryptopetala	burmannia cryptopetala	1861790									
petrosavia stellaris	36																																																											multicellular		0.103835	37.4691	41	petrosavia stellaris	petrosavia stellaris	120072									
corallorhiza bentleyi	38								parasiteOf			mycotroph								perennial																																		parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Corallorhiza			depend		multicellular		0.124482	36.5989	45	corallorhiza bentleyi	corallorhiza bentleyi	459584									
corallorhiza striata var. involuta	39								parasiteOf			mycotroph																																										parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Corallorhiza			depend				0.124433	36.6077	46	corallorhiza striata var. involuta	corallorhiza striata var. involuta	459591									
diplopterygium glaucum	39																																										broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Polypodiopsida | Gleicheniales | Gleicheniaceae | Diplopterygium				C3 photosynthetic plant	multicellular		0.151007	40.1637	40	diplopterygium glaucum	diplopterygium glaucum	397682									
prototheca cutis	39																																																											unicellular		0.051673	29.6867	40	prototheca cutis	prototheca cutis	575411									
corallorhiza striata	41								parasiteOf			mycotroph																																										parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Corallorhiza			depend				0.141202	36.3437	50	corallorhiza striata	corallorhiza striata	459590									
corallorhiza striata var. striata	43								parasiteOf			mycotroph																																										parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Corallorhiza			depend				0.141202	36.3437	50	corallorhiza striata var. striata	corallorhiza striata var. striata	459592									
lathraea squamaria	44								parasiteOf		symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae | Lathraea			depend	C3 photosynthetic plant	multicellular		0.150504	38.1299	50	lathraea squamaria	lathraea squamaria	374711									
malania oleifera	50								parasiteOf																																		broad								woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Olacaceae | Malania			depend		multicellular		0.12505	38.1695	57	malania oleifera	malania oleifera	397392									
corallorhiza mertensiana	51								parasiteOf			mycotroph								perennial																																		parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Corallorhiza			depend		multicellular		0.147941	36.7802	60	corallorhiza mertensiana	corallorhiza mertensiana	459588									
cuscuta mexicana	51								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.083526	37.5452	57	cuscuta mexicana	cuscuta mexicana	1197930									
cuscuta carnosa	52								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.081577	37.8452	58	cuscuta carnosa	cuscuta carnosa	1197927									
lepidodinium chlorophorum	52																																																											unicellular		0.066223	34.6103	62	lepidodinium chlorophorum	lepidodinium chlorophorum	107758									
picea chihuahuana	52																										terrestrial plant											terrestrial plant					spine leaf		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Muscicapoidea | Turdidae | Turdus				C3 photosynthetic plant	multicellular		0.123488	38.7536	57	picea chihuahuana	picea chihuahuana	162305								mountain	
cuscuta costaricensis	54								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.086691	37.1446	60	cuscuta costaricensis	cuscuta costaricensis	437255									
cuscuta pentagona	54								parasiteOf		symbiontOf																symbiont											terrestrial plant					broad		C3 photosynthetic plant						herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend	C3 photosynthetic plant	multicellular		0.08638	37.8699	61	cuscuta pentagona	cuscuta pentagona	112407									
parthenium argentatum	54																										terrestrial plant											terrestrial plant					broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Asterales | Asteraceae | Parthenium					multicellular		0.152803	37.6079	55	parthenium argentatum	parthenium argentatum	35935								desert	
bigelowiella natans	55																																																											unicellular		0.069166	30.2201	61	bigelowiella natans	bigelowiella natans	227086									
cuscuta chapalana	55								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.084607	37.5796	61	cuscuta chapalana	cuscuta chapalana	437248									
cuscuta obtusiflora	55								parasiteOf																		symbiont																											parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.085286	37.835	61	cuscuta obtusiflora	cuscuta obtusiflora	437280									
gymnochlora stellata	55																																																											unicellular		0.067451	29.8424	60	gymnochlora stellata	gymnochlora stellata	67809									
lotharella vacuolata	55																																																											unicellular		0.071557	29.8503	59	lotharella vacuolata	lotharella vacuolata	74820									
partenskyella glossopodia	55																																																											unicellular		0.07262	28.1121	61	partenskyella glossopodia	partenskyella glossopodia	552666									
chromera velia	56								parasiteOf		symbiontOf	photoautotroph																																										parasite	Unknown		aquatic	depend		unicellular		0.155941	37.8464	110	chromera velia	chromera velia	505693									
eutreptiella gymnastica	56																																																											unicellular		0.067623	34.3197	62	eutreptiella gymnastica	eutreptiella gymnastica	73025									
monomorphina aenigmatica	56																										planktonic																												Life | Cellular | Eukaryota | Excavates | Discoba | Euglenozoa | Euglenida | Euglenales | Euglenaceae | Monomorphina					unicellular		0.074746	29.4103	62	monomorphina aenigmatica	monomorphina aenigmatica	304863									
nothotsuga longibracteata	56																										terrestrial plant											terrestrial plant					spine leaf		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Pinopsida | Pinales | Pinaceae | Nothotsuga				C3 photosynthetic plant	multicellular		0.1209	39.3499	85	nothotsuga longibracteata	nothotsuga longibracteata	123601									
ostreococcus tauri	56	30				hostOf		mutualisticWith				photoautotroph															planktonic																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Geraniales | Geraniaceae | Pelargonium			depend		unicellular	MSH1	0.071666	39.8948	61	ostreococcus tauri	ostreococcus tauri	70448								subtropical	
selaginella bisulcata	56																																										scale												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Lycopodiopsida | Selaginellales | Selaginellaceae					multicellular		0.140509	52.7746	62	selaginella bisulcata	selaginella bisulcata	1715365								meadow	
selaginella lyallii	56																																										scale												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Lycopodiopsida | Selaginellales | Selaginellaceae					multicellular		0.110411	50.7486	61	selaginella lyallii	selaginella lyallii	137159								meadow	
takakia lepidozioides	56																																																											multicellular		0.149016	37.0678	61	takakia lepidozioides	takakia lepidozioides	37425									
discoplastis spathirhyncha	57																										planktonic																												Plantae | Euglenophyceae | Discoplastis					unicellular		0.083936	29.2854	61	discoplastis spathirhyncha	discoplastis spathirhyncha	215771									
selaginella indica	57																																										scale												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Lycopodiopsida | Selaginellales | Selaginellaceae					multicellular		0.12246	53.553	64	selaginella indica	selaginella indica	189559								meadow	
selaginella tamariscina	57																	evergreen		perennial							terrestrial plant		high tolerance														scale												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Lycopodiopsida | Selaginellales | Selaginellaceae	tolerance				multicellular		0.1267	54.0608	62	selaginella tamariscina	selaginella tamariscina	137178								meadow	
selaginella vardei	57																																										scale												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Lycopodiopsida | Selaginellales | Selaginellaceae					multicellular		0.121254	53.2139	64	selaginella vardei	selaginella vardei	189576								meadow	
triticum urartu	57																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae					multicellular	MSH1	0.115773	37.3775	60	triticum urartu	triticum urartu	4572								temperate	
vanilla aphylla	57																			perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae					multicellular		0.150165	35.0221	64	vanilla aphylla	vanilla aphylla	53061								subtropical	
euglena clara	58																										planktonic																												Plantae | Euglenophyceae | Euglena					unicellular		0.09847	27.91	62	euglena clara	euglena clara	215708									
aneura mirabilis	59																																																											multicellular		0.108007	40.6233	62	aneura mirabilis	aneura mirabilis	280810									
chlamydomonas reinhardtii	59	8																									planktonic							alternating reproduction																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Chlorophyceae | Chlamydomonadales | Chlamydomonadaceae | Chlamydomonas		aquatic			unicellular		0.203828	34.455	69	chlamydomonas reinhardtii	chlamydomonas reinhardtii	3055									
gnetum gnemon	59																										terrestrial plant											terrestrial plant					broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Gnetopsida | Gnetales | Gnetaceae | Gnetum					multicellular		0.115022	38.1536	66	gnetum gnemon	gnetum gnemon	3382									
gnetum montanum	59						isEatenBy																				terrestrial plant											terrestrial plant					simple								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Gnetopsida | Gnetales | Gnetaceae | Gnetum					multicellular		0.115019	38.1563	65	gnetum montanum	gnetum montanum	3381									
gnetum parvifolium	59																										terrestrial plant											terrestrial plant					broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Gnetopsida | Gnetales | Gnetaceae | Gnetum					multicellular		0.114914	38.1833	66	gnetum parvifolium	gnetum parvifolium	33153									
scurrula notothixoides	59								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae			depend		multicellular		0.12381	37.3492	63	scurrula notothixoides	scurrula notothixoides	227902									
scurrula parasitica	59								parasiteOf																		terrestrial plant											terrestrial plant													woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae | Scurrula			depend		multicellular		0.12175	37.2115	65	scurrula parasitica	scurrula parasitica	227903								terrestrial	
allium paradoxum	60											photoautotroph															terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Amaryllidaceae | Allium				C3 photosynthetic plant	multicellular		0.145819	37.1275	68	allium paradoxum	allium paradoxum	166818									
dendrophthoe pentandra	60							mutualisticWith	parasiteOf		symbiontOf																																											parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae | Dendrophthoe			depend		multicellular		0.115721	36.9708	67	dendrophthoe pentandra	dendrophthoe pentandra	227894									
